timestamp,muts,symbol,date,method1_inst_buy,method1_inst_sell,method2_inst_buy,method2_inst_sell,method3_inst_buy,method3_inst_sell,method4_inst_buy,method4_inst_sell,method5_inst_buy,method5_inst_sell
2023-01-04 04:00:00.000,1672822800000000,AVGO,2023-01-03,638935213.84,684942372.0200001,678807294.81,645070291.09,792640209.5,531237376.41,25084013.64,1298793572.21,691901541.98,631976043.88
2023-01-04 04:00:00.000,1672822800000000,AZN,2023-01-03,137574824.05,117061862.12,149924622.37,104712063.6,150713485.68,103923200.37,17908730.24,236727955.58,183926562.79,70710123.14
2023-01-04 04:00:00.000,1672822800000000,BKNG,2023-01-03,295297196.23,315126917.12,320083733.5,290340379.77,317433999.69,292990113.6,10832313.77,599591799.61,320203595.39,290220517.91
2023-01-04 04:00:00.000,1672822800000000,BKR,2023-01-03,87611570.1,121125391.51,79371291.98,129365669.61,79039446.48,129697515.12,8872329.14,199864632.52,47817699.11,160919262.65
2023-01-04 04:00:00.000,1672822800000000,CDNS,2023-01-03,73379024.44,109084282.22,71777671.57000001,110685634.98,70695677.38,111767629.19,3867928.78,178595377.65,69335684.78,113127621.61
2023-01-04 04:00:00.000,1672822800000000,CEG,2023-01-03,198493019.15,165968570.12,191996902.73,172464686.49,145633614.21,218827975.03,15081369.91,349380219.21,141358989.21,223102600.18
2023-01-04 04:00:00.000,1672822800000000,CHTR,2023-01-03,259010164.0,257570802.53,240717179.7,275863786.78,239474919.25,277106047.26,30902469.9,485678496.69,236808543.38,279772423.14
2023-01-04 04:00:00.000,1672822800000000,CMCSA,2023-01-03,527179385.32000005,422410605.41,634355694.02,315234296.69,634970967.62,314619023.1,65713364.24,883876626.49,716428787.54,233161203.4
2023-01-04 04:00:00.000,1672822800000000,COST,2023-01-03,517730167.89,472276232.35,518587849.85,471418550.33,576580484.23,413425915.94,19556260.85,970450139.15,575764898.47,414241501.73
2023-01-04 04:00:00.000,1672822800000000,CPRT,2023-01-03,63202955.58000001,66050308.77,63840724.89,65412539.62000001,72887692.77,56365571.72,3514978.6,125738285.81,84190980.46,45062284.06
2023-01-04 04:00:00.000,1672822800000000,CRWD,2023-01-03,160985717.8,159536082.38,158993497.15,161528303.07999998,153994931.31,166526868.83,15122254.32,305399545.67,158007476.65,162514323.45
2023-01-04 04:00:00.000,1672822800000000,CSCO,2023-01-03,412017771.02,524938532.55,363387389.72,573568913.73,276499586.97,660456716.46,32332977.08,904623326.51,182897629.73,754058673.84
2023-01-04 04:00:00.000,1672822800000000,CSGP,2023-01-03,44123565.68,73471996.10000001,49525556.15,68070005.7,70596186.39,46999375.47,3346509.03,114249052.79,52588355.84,65007205.92
2023-01-04 04:00:00.000,1672822800000000,CSX,2023-01-03,109350673.13,186284854.6,98798781.8,196836745.73,96155489.97,199480037.63000005,9829653.37,285805874.21,61295748.44,234339779.16
2023-01-04 04:00:00.000,1672822800000000,CTAS,2023-01-03,92302837.37,67889962.64,80125186.3,80067613.62,73800471.84,86392328.14,5914372.38,154278427.67,67346161.7,92846638.27
2023-01-04 04:00:00.000,1672822800000000,CTSH,2023-01-03,68714755.16,105783317.35,55409242.68,119088829.84,54472790.05,120025282.53,5402546.02,169095526.39,42209371.03,132288701.4
2023-01-04 04:00:00.000,1672822800000000,DDOG,2023-01-03,134291218.99,130637054.26,141143288.64,123784984.48,140930155.05,123998118.04,15627417.59,249300855.5,143199494.61,121728778.58
2023-01-04 04:00:00.000,1672822800000000,DLTR,2023-01-03,222175340.83,151616591.87,231175979.85,142615952.87,231171918.2,142620014.51999998,6590084.63,367201847.89,256841198.12,116950734.47
2023-01-04 04:00:00.000,1672822800000000,DXCM,2023-01-03,115049823.85,150287974.22,116685231.04,148652567.09,117118590.33,148219207.62,12064264.77,253273533.26,140041715.42000002,125296082.77
2023-01-04 04:00:00.000,1672822800000000,EA,2023-01-03,104743078.45,135646444.31,90930287.79,149459234.97,90063213.36,150326309.51,8205173.65,232184349.01,86802451.8,153587071.1
2023-01-04 04:00:00.000,1672822800000000,EBAY,2023-01-03,143352224.46,80572240.06,146217102.0,77707362.58,146345378.63,77579085.99,8577578.37,215346886.09,149933297.22,73991167.32000001
2023-01-04 04:00:00.000,1672822800000000,ENPH,2023-01-03,386735344.42,407305927.14,408327282.72,385713988.91,416542228.96,377499042.58,36385549.46,757655722.09,419329574.71,374711696.78
2023-01-04 04:00:00.000,1672822800000000,EXC,2023-01-03,96188360.98,148409978.63,123502142.57,121096197.06,139474915.49,105123424.11,11177453.03,233420886.56,135846287.79999998,108752051.66
2023-01-04 04:00:00.000,1672822800000000,FANG,2023-01-03,144029719.33,167727198.33,145611229.67,166145687.92,169455679.8,142301237.78,14507061.43,297249856.21,146148966.09,165607951.37
2023-01-04 04:00:00.000,1672822800000000,FAST,2023-01-03,66869955.84,131156046.54,76515158.05,121510844.4,138456132.21,59569870.27,5996224.96,192029777.32,103572211.48,94453791.03
2023-01-04 04:00:00.000,1672822800000000,FTNT,2023-01-03,118655874.93,134201617.95,89589219.67,163268273.35,88669167.42,164188325.5,8346986.18,244510506.68,73286858.1,179570634.79
2023-01-04 04:00:00.000,1672822800000000,GFS,2023-01-03,66429111.9,56528976.23,65697980.92,57260107.3,65167750.32,57790337.83,8414639.39,114543448.83,65352265.53,57605822.75
2023-01-04 04:00:00.000,1672822800000000,GILD,2023-01-03,267479801.66,358022445.75,197240513.39,428261733.96,195974481.36,429527766.13,20495949.0,605006298.34,164897607.19,460604640.21
2023-01-04 04:00:00.000,1672822800000000,GOOG,2023-01-03,1093588102.12,985378271.0,1083386273.47,995580099.39,932332222.99,1146634150.06,90675169.46,1988291203.56,832639083.91,1246327289.24
2023-01-04 04:00:00.000,1672822800000000,GOOGL,2023-01-03,1505018436.39,1316672179.67,1536786510.77,1284904105.31,1559688746.49,1262001869.52,112746438.21,2708944177.4,1651312744.37,1170377871.62
2023-01-04 04:00:00.000,1672822800000000,HON,2023-01-03,217350831.77,371215495.5,295567298.66,292999028.6,413851790.92,174714536.43,45129297.86,543437029.42,295233738.51,293332588.84
2023-01-04 04:00:00.000,1672822800000000,IDXX,2023-01-03,107200582.43,86615068.31,107482702.72,86332948.0,107583021.49,86232629.2,6847712.32,186967938.4,107888004.97,85927645.7
2023-01-04 04:00:00.000,1672822800000000,ILMN,2023-01-03,109553556.77,99823089.28,90059023.95,119317622.17,77136799.11,132239846.94,7992176.61,201384469.34,84870887.8,124505758.22
2023-01-04 04:00:00.000,1672822800000000,INTC,2023-01-03,467687374.74,409955126.28,333673519.27,543968981.93,321705796.48,555936704.46,29955756.5,847686744.59,179071521.03,698570980.0
2023-01-04 04:00:00.000,1672822800000000,INTU,2023-01-03,432945990.39,414839642.11,367762155.25,480023477.39,365701237.49,482084395.12,30142717.99,817642914.54,400708575.61,447077057.06
2023-01-04 04:00:00.000,1672822800000000,ISRG,2023-01-03,180522023.94,246385267.65,182252678.88,244654612.69,182264683.13,244642608.4,9511083.09,417396208.38,184044113.04,242863178.64
2023-01-04 04:00:00.000,1672822800000000,JD,2023-01-03,215076514.13,239685600.82,245247780.98,209514333.99,260799775.38,193962339.56,29790256.57,424971858.33,285603301.84,169158813.19
2023-01-04 04:00:00.000,1672822800000000,KDP,2023-01-03,91387124.1,164679318.73000002,84270289.5,171796153.41,83670079.36,172396363.6,8466464.12,247599978.72,42105954.11,213960488.75
2023-01-04 04:00:00.000,1672822800000000,KHC,2023-01-03,95284491.56,158623759.79,85900486.67,168007764.7,84898516.33,169009735.01,8338073.92,245570177.34,55691141.03,198217110.3
2023-01-04 04:00:00.000,1672822800000000,KLAC,2023-01-03,173388549.41,150192195.51,166981546.92,156599198.08,133510653.55,190070091.47,10289375.57,313291369.36,163907253.58,159673491.55
2023-01-04 04:00:00.000,1672822800000000,LCID,2023-01-03,84422946.33,104336753.56,74730356.1,114029343.85,70143142.14,118616557.9,3579419.17,185180280.85,39734709.94,149024989.98
2023-01-04 04:00:00.000,1672822800000000,LRCX,2023-01-03,269113969.38,312042698.17,268718497.75,312438169.77,265356109.34,315800558.16,27324699.87,553831967.51,281204469.18,299952198.39
2023-01-04 04:00:00.000,1672822800000000,LULU,2023-01-03,212856580.31,237941406.32,213568300.09,237229686.49,244209258.91,206588727.76,20468340.16,430329646.52,217563257.8,233234728.82
2023-01-04 04:00:00.000,1672822800000000,MAR,2023-01-03,152281407.78,122480201.78,136922917.14,137838692.43,112824342.51,161937266.94,9186977.68,265574631.8,111517585.22,163244024.38
2023-01-04 04:00:00.000,1672822800000000,MCHP,2023-01-03,102915165.7,192979043.94,138434115.79999998,157460093.85,180572338.82,115321870.8,10839809.85,285054399.79,144060991.3,151833218.24
2023-01-04 04:00:00.000,1672822800000000,MDLZ,2023-01-03,360193903.65000004,146997678.19,366630893.33,140560688.65,367471951.47,139719630.43,58689089.95,448502491.94,369849953.77,137341628.05
2023-01-04 04:00:00.000,1672822800000000,MELI,2023-01-03,269307579.67,393492000.45,268585720.99,394213859.16,268466747.46,394332832.68,77134896.72,585664683.22,266868482.66,395931097.47
2023-01-04 04:00:00.000,1672822800000000,META,2023-01-03,2123813139.85,2116109517.87,2061471279.33,2178451378.79,2027504494.79,2212418163.1,234867822.01,4005054836.08,2098343949.49,2141578708.35
2023-01-04 04:00:00.000,1672822800000000,MNST,2023-01-03,105755180.91,68801754.7,105657596.15,68899339.49,105192213.67,69364721.94,7560192.18,166996743.47,105551529.03,69005406.76
2023-01-04 04:00:00.000,1672822800000000,MRNA,2023-01-03,353411578.91,395463169.8,340267452.02,408607296.73,328685470.13,420189278.61,56888841.54,691985907.19,331418603.88,417456144.89
2023-01-04 04:00:00.000,1672822800000000,MRVL,2023-01-03,226308333.27,176731436.26,157145134.34,245894635.31,153797042.10999998,249242727.48,23178604.93,379861164.71,125722539.7,277317229.97
2023-01-04 04:00:00.000,1672822800000000,MSFT,2023-01-03,2773325413.32,3910423316.72,2746334296.9,3937414433.29,2745966150.44,3937782579.66,231693746.51,6452054983.64,2631791943.5,4051956786.69
2023-01-04 04:00:00.000,1672822800000000,MU,2023-01-03,297780554.05,400146205.23,403695428.06,294231331.11,426645400.12,271281359.21,36410148.34,661516610.89,477693599.28,220233159.95
2023-01-04 04:00:00.000,1672822800000000,NFLX,2023-01-03,1003783008.71,974797240.13,966509479.86,1012070768.96,943032063.04,1035548185.9,122464187.94,1856116060.88,939377736.38,1039202512.5
2023-01-04 04:00:00.000,1672822800000000,NVDA,2023-01-03,2736492360.89,2855585055.48,2790865389.35,2801212027.03,2822269803.87,2769807612.44,271578727.79,5320498688.67,2840365667.08,2751711749.08
2023-01-04 04:00:00.000,1672822800000000,NXPI,2023-01-03,154643617.52,131611577.06,158290103.34,127965091.15,167384343.66,118870850.83,12031338.81,274223855.52,166290539.54,119964654.92
2023-01-04 04:00:00.000,1672822800000000,ODFL,2023-01-03,73643583.42,67214430.96,66177901.15,74680113.17,62297813.8,78560200.55,4928429.63,135929584.79,61113080.29,79744934.07
2023-01-04 04:00:00.000,1672822800000000,ON,2023-01-03,157864112.33,151956337.59,120128426.21,189692023.81,113266314.68,196554135.35,15289504.96,294530944.96,100092754.78,209727695.31
2023-01-04 04:00:00.000,1672822800000000,ORLY,2023-01-03,204392404.06,209568783.07,190268702.68,223692484.39,187192038.42,226769148.65,14036083.36,399925103.8,189413945.73,224547241.33
2023-01-04 04:00:00.000,1672822800000000,PANW,2023-01-03,272897744.57,288703655.29,286073600.01,275527799.75,284509354.46,277092045.25,33416447.08,528184952.75,289849465.67,271751934.2
2023-01-04 04:00:00.000,1672822800000000,PAYX,2023-01-03,95660590.9,161735767.35,128543299.66,128853058.81,162682009.22,94714349.16,5877909.99,251518448.26,142062425.06,115333933.31
2023-01-04 04:00:00.000,1672822800000000,PCAR,2023-01-03,109809107.83,93437545.32,113374539.84,89872113.23,115375122.28,87871530.92999999,7696538.41,195550114.69,129886068.37,73360584.78
2023-01-04 04:00:00.000,1672822800000000,PDD,2023-01-03,616508399.42,433732905.16,387911215.52,662330088.96,394784652.79,655456651.74,291235909.2,759005395.26,380020641.1,670220663.3399999
2023-01-04 04:00:00.000,1672822800000000,PEP,2023-01-03,732989041.46,357589897.92,732047259.5699999,358531679.76,729500119.5,361078819.8,72809605.11,1017769334.15,732154265.99,358424673.28
2023-01-04 04:00:00.000,1672822800000000,PYPL,2023-01-03,1300294524.42,850234040.43,1297489471.85,853039092.95,1298533848.68,851994716.16,531999760.52,1618528804.22,749563824.12,1400964740.5700002
2023-01-04 04:00:00.000,1672822800000000,QCOM,2023-01-03,371996087.72,637749158.15,363742794.84,646002451.08,362108468.41,647636777.78,23079098.64,986666147.37,323617179.37,686128066.54
2023-01-04 04:00:00.000,1672822800000000,REGN,2023-01-03,167342499.67,251914701.52,197435163.31,221822037.91,196960458.14,222296743.11,12808020.39,406449180.65,197099876.53,222157324.7
2023-01-04 04:00:00.000,1672822800000000,ROST,2023-01-03,95216181.6,122282604.24,126930730.61,90568055.26,125951291.63,91547494.28,12642951.41,204855834.28,105875096.14,111623689.71
2023-01-04 04:00:00.000,1672822800000000,SBUX,2023-01-03,478761968.11,303787162.4,388279554.32,394269575.98,297392413.68,485156716.63,35558492.05,746990638.4499999,287472538.23,495076592.22
2023-01-04 04:00:00.000,1672822800000000,SGEN,2023-01-03,43790629.84,38228747.57,40876032.38,41143345.12,38124236.19,43895141.24,3203484.23,78815893.06,39213720.64,42805656.79
2023-01-04 04:00:00.000,1672822800000000,SIRI,2023-01-03,38298583.5,67325247.01,45230973.0,60392857.5,45087271.66,60536558.85,4304212.46,101319617.98,52674262.77,52949567.64
2023-01-04 04:00:00.000,1672822800000000,SNPS,2023-01-03,125461425.25,130420974.16,125254383.79,130628015.6,126964640.58,128917758.85,14024934.21,241857465.07,124788498.01,131093901.42
2023-01-04 04:00:00.000,1672822800000000,TEAM,2023-01-03,187239310.6,180565555.92,175341410.45,192463455.96,166283577.88,201521288.43,27759256.93,340045609.46,170317784.63,197487081.76
2023-01-04 04:00:00.000,1672822800000000,TMUS,2023-01-03,639785758.76,687029545.3100001,727396392.9499999,599418911.17,759485172.36,567330131.65,67489643.62,1259325660.26,871499554.58,455315749.25
2023-01-04 04:00:00.000,1672822800000000,TSLA,2023-01-03,11200473079.47,11187805182.67,11098621539.62,11289656722.6,11008182054.79,11380096207.48,171066803.65,22217211458.4,10649238504.66,11739039757.4
2023-01-04 04:00:00.000,1672822800000000,TXN,2023-01-03,319526590.8,495935268.39,475731696.09,339730163.09,491814050.98,323647808.16,26406915.64,789054943.57,519236188.38,296225670.89
2023-01-04 04:00:00.000,1672822800000000,VRSK,2023-01-03,53647987.11,76664941.13,63434712.45,66878215.86,72786365.00999999,57526563.27,3254686.53,127058241.61,68416990.89,61895937.3
2023-01-04 04:00:00.000,1672822800000000,VRTX,2023-01-03,215720719.4,140088890.63,215681883.13,140127726.85,215348091.09,140461518.89000002,11089132.57,344720477.37,215633603.63,140176006.34
2023-01-04 04:00:00.000,1672822800000000,WBA,2023-01-03,129655155.94,166791358.27,156693272.65,139753241.64,183478949.16,112967565.12,8766130.06,287680384.17,202084421.2,94362093.15
2023-01-04 04:00:00.000,1672822800000000,WBD,2023-01-03,99701529.02,157915494.7,105630266.68,151986757.09,105547209.57,152069814.28,12524183.05,245092840.7,129509003.84,128108019.97
2023-01-04 04:00:00.000,1672822800000000,WDAY,2023-01-03,187468963.2,184383594.12,161140873.23,210711683.98,159430372.07,212422185.19,20681874.11,351170683.24,157539346.02,214313211.24
2023-01-04 04:00:00.000,1672822800000000,XEL,2023-01-03,130829281.67,85774061.2,136193699.95,80409642.77,137123028.01,79480314.79,9129998.92,207473343.71,153123674.35,63479668.49
2023-01-04 04:00:00.000,1672822800000000,ZM,2023-01-03,86263356.19,75983739.78,77646605.53,84600490.41,64632845.6,97614250.21,6423827.06,155823268.81,60304481.75,101942614.02
2023-01-04 04:00:00.000,1672822800000000,ZS,2023-01-03,157110798.20000002,128697806.72,134260218.23,151548386.62,131254342.82,154554262.1,20570572.99,265238031.93,162344205.35,123464399.57
2023-01-05 04:00:00.000,1672909200000000,AAPL,2023-01-04,5253959494.9,5790036959.75,5507767570.51,5536228884.34,5488641478.67,5555354976.31,539800343.15,10504196111.34,5739545509.099999,5304450945.77
2023-01-05 04:00:00.000,1672909200000000,ABNB,2023-01-04,208430329.92,215714609.28,225004001.3,199140937.96,228178818.51,195966120.63,19401744.85,404743194.27,257601245.03,166543694.08
2023-01-05 04:00:00.000,1672909200000000,ADBE,2023-01-04,408632032.73,426207856.48,482390897.31,352448991.98,506576326.19,328263562.88,38636397.92,796203491.02,509721142.27,325118746.81
2023-01-05 04:00:00.000,1672909200000000,ADI,2023-01-04,365255023.05,317479374.2,286268556.19,396465840.98,286780591.57,395953805.56,21357287.23,661377109.9200001,277133672.48,405600724.79
2023-01-05 04:00:00.000,1672909200000000,ADP,2023-01-04,142162265.31,227918606.13000005,141574141.99,228506729.39,142007009.06,228073862.36,7061624.78,363019246.45,140109334.81,229971536.74
2023-01-05 04:00:00.000,1672909200000000,ADSK,2023-01-04,112472766.47,116573252.71,96663675.22,132382343.96,96250850.11,132795169.06,7330638.62,221715380.59,95782496.11,133263522.98
2023-01-05 04:00:00.000,1672909200000000,AEP,2023-01-04,119561603.22,89450129.96000001,133963448.8,75048284.26,134689794.09,74321939.01,8283756.67,200727976.39,140607909.36,68403823.95
2023-01-05 04:00:00.000,1672909200000000,ALGN,2023-01-04,118572780.93,125577400.3,120882142.2,123268038.94,129934136.13,114216045.1,8570662.84,235579518.21,123985796.66,120164384.56
2023-01-05 04:00:00.000,1672909200000000,AMAT,2023-01-04,402180884.12,293468804.45,461701563.61,233948125.18,461989534.65,233660154.03,21638579.37,674011109.42,465546789.73,230102899.22
2023-01-05 04:00:00.000,1672909200000000,AMD,2023-01-04,1447986100.55,1468982075.65,1322914584.81,1594053591.3,1300553006.39,1616415169.78,230173409.0,2686794767.14,1126636718.88,1790331457.42
2023-01-05 04:00:00.000,1672909200000000,AMGN,2023-01-04,292135554.59,253333409.28,295560767.72,249908196.16,350684544.59000003,194784419.37,19243520.62,526225443.17,296691049.65,248777914.24
2023-01-05 04:00:00.000,1672909200000000,AMZN,2023-01-04,2884219165.96,2876891389.28,2985722174.86,2775388380.44,2963047952.01,2798062603.31,248275421.62,5512835133.88,2872115303.06,2888995252.31
2023-01-05 04:00:00.000,1672909200000000,ANSS,2023-01-04,61252139.19,64589854.89,65617281.91,60224712.21,66105363.56,59736630.54,4387063.88,121454930.17,65116032.28,60725961.75
2023-01-05 04:00:00.000,1672909200000000,ASML,2023-01-04,348802963.22,308864371.69,292379267.15,365288067.69,292742806.13,364924528.84,18651152.7,639016182.11,294626226.72,363041108.25
2023-01-05 04:00:00.000,1672909200000000,ATVI,2023-01-04,219004342.31,180810247.23,213169025.37,186645564.24,167300420.64,232514169.03,20247572.09,379567017.46,144067362.16,255747227.37
2023-01-05 04:00:00.000,1672909200000000,AVGO,2023-01-04,583636720.8,528531260.5100001,474622857.7,637545123.54,465650689.14,646517292.09,28012221.49,1084155759.76,460649689.45,651518291.8199999
2023-01-05 04:00:00.000,1672909200000000,AZN,2023-01-04,178930896.32,168543174.81,193859638.66,153614432.47,194643629.87,152830441.17,21856645.53,325617425.56,230716940.91,116757130.25
2023-01-05 04:00:00.000,1672909200000000,BKNG,2023-01-04,405263123.29,376343831.33,407397346.64,374209608.0,386454682.85,395152271.76,17374726.63,764232227.95,407266927.41,374340027.19
2023-01-05 04:00:00.000,1672909200000000,BKR,2023-01-04,133585157.38,166291442.45,122072353.04,177804246.79,121110570.45,178766029.37,15661731.36,284214868.5,74526850.28,225349749.46
2023-01-05 04:00:00.000,1672909200000000,CDNS,2023-01-04,119708088.63,128281510.78,150093106.39,97896492.94,152155599.9,95833999.45,7047128.78,240942470.74,156319735.63,91669863.78
2023-01-05 04:00:00.000,1672909200000000,CEG,2023-01-04,146385494.05,98392630.29,150003616.91,94774507.43,152056860.98,92721263.32,11044635.68,233733488.5,156819909.0,87958215.37
2023-01-05 04:00:00.000,1672909200000000,CHTR,2023-01-04,308236545.38,300419834.77,333232786.76,275423593.22,340195517.49,268460862.42,38806720.85,569849659.08,343189118.34,265467261.68
2023-01-05 04:00:00.000,1672909200000000,CMCSA,2023-01-04,369373958.46,588822361.47,574487236.26,383709083.62,622187630.52,336008689.27,41971384.21,916224935.64,758419376.63,199776943.23
2023-01-05 04:00:00.000,1672909200000000,COST,2023-01-04,509439819.81,544827330.71,511903692.93,542363457.47,453044719.47,601222431.02,51443385.12,1002823765.29,459754441.49,594512708.89
2023-01-05 04:00:00.000,1672909200000000,CPRT,2023-01-04,42039105.32,65261308.24,39756727.48,67543686.1,40561631.38,66738782.07,6225463.47,101074949.89,39087117.01,68213296.35
2023-01-05 04:00:00.000,1672909200000000,CRWD,2023-01-04,158217504.4,154865713.51,169919432.54,143163785.29,171582817.46,141500400.44,11149625.73,301933592.23,180896361.65,132186856.37
2023-01-05 04:00:00.000,1672909200000000,CSCO,2023-01-04,363571044.33,593052143.61,346587003.31,610036184.58,344370039.4,612253148.51,38653685.02,917969502.87,342300422.24,614322765.75
2023-01-05 04:00:00.000,1672909200000000,CSGP,2023-01-04,56736801.3,63402847.39,70109557.92,50030090.76,73380692.95,46758955.77,5146857.7,114992790.97,79826418.07,40313230.7
2023-01-05 04:00:00.000,1672909200000000,CSX,2023-01-04,182398426.27,150240100.85,223569258.77,109069268.3,224319303.39,108319223.75,19803305.59,312835221.47,266463931.5,66174595.54
2023-01-05 04:00:00.000,1672909200000000,CTAS,2023-01-04,99037230.65,82848286.85000001,103870155.47,78015362.02,104388477.12,77497040.43,5272534.42,176612983.37,99622349.05,82263168.52
2023-01-05 04:00:00.000,1672909200000000,CTSH,2023-01-04,143921238.73,78299551.64999999,148088054.4,74132736.14,148671935.06,73548855.41,11838219.51,210382570.79,156112459.17000002,66108331.29
2023-01-05 04:00:00.000,1672909200000000,DDOG,2023-01-04,174251179.85999998,193023413.75,170800463.21,196474130.49,171266634.35,196007959.19,20839736.12,346434857.49,164511065.63,202763527.95
2023-01-05 04:00:00.000,1672909200000000,DLTR,2023-01-04,127516906.88,102651077.25,110949835.79,119218148.3,111301927.26,118866056.8,8140426.4,222027557.54,119581384.91,110586599.1
2023-01-05 04:00:00.000,1672909200000000,DXCM,2023-01-04,127846706.56,150752733.62,169807330.44,108792109.8,169351657.93,109247782.38,13089538.5,265509901.61,165673929.35,112925510.87
2023-01-05 04:00:00.000,1672909200000000,EA,2023-01-04,129524079.1,87094512.01,128212721.06,88405870.01,127817892.01,88800699.06,9508695.21,207109895.85,129268727.83,87349863.31
2023-01-05 04:00:00.000,1672909200000000,EBAY,2023-01-04,87219053.99,92907071.82,107209483.4,72916642.42,107678532.48,72447593.44,7512346.39,172613779.37,120260435.22,59865690.78
2023-01-05 04:00:00.000,1672909200000000,ENPH,2023-01-04,457070535.94,455287419.26,456178273.37,456179681.7,450178084.03,462179871.09,52522317.48,859835637.66,469233244.13,443124710.99
2023-01-05 04:00:00.000,1672909200000000,EXC,2023-01-04,90401271.15,131049642.42,109480489.21,111970424.47,114255009.53,107195904.09,9755915.05,211694998.55,94046784.8,127404128.61
2023-01-05 04:00:00.000,1672909200000000,FANG,2023-01-04,119187434.39,119633926.81,119871754.55,118949606.76,125029754.56,113791606.76,10080529.71,228740831.45,124842916.83,113978444.48
2023-01-05 04:00:00.000,1672909200000000,FAST,2023-01-04,53989728.05,82109492.53,53072810.97,83026409.68,52893789.53,83205431.06,5893657.33,130205563.12,48380083.75,87719136.75999999
2023-01-05 04:00:00.000,1672909200000000,FTNT,2023-01-04,118783084.87,135395268.27,125705908.0,128472445.44,161949876.49,92228476.89,8896729.73,245281623.5,165308219.9,88870133.45
2023-01-05 04:00:00.000,1672909200000000,GEHC,2023-01-04,1444407713.98,979190744.07,1571813152.43,851785305.49,1746830431.84,676768026.14,411826714.48,2011771743.34,1863834221.97,559764235.91
2023-01-05 04:00:00.000,1672909200000000,GFS,2023-01-04,41817992.68,39576667.06,38979104.49,42415555.28,39186179.44,42208480.37,5627954.8,75766704.95,37869418.59,43525241.3
2023-01-05 04:00:00.000,1672909200000000,GILD,2023-01-04,332510595.53000003,207869693.73,331464973.96,208915315.12,331516951.31,208863337.8,25163714.66,515216574.51,328339610.23,212040679.11
2023-01-05 04:00:00.000,1672909200000000,GOOG,2023-01-04,1252035585.23,1277957813.42,1310026715.3,1219966683.55,1347070293.82,1182923104.87,95687017.08,2434306381.53,1475693266.82,1054300131.88
